主id	名称	星级	品质	等级	战斗力	头像	宣言	前排怪1	前排怪2	前排怪3	后排1	后排2	后排3
1458	穆罕穆德超465	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1459	穆罕穆德超466	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1460	穆罕穆德超467	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1461	穆罕穆德超468	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1462	穆罕穆德超469	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1463	穆罕穆德超470	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1464	穆罕穆德超471	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1465	穆罕穆德超472	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1466	穆罕穆德超473	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1467	穆罕穆德超474	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1468	穆罕穆德超475	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1469	穆罕穆德超476	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1470	穆罕穆德超477	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1471	穆罕穆德超478	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1472	穆罕穆德超479	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1473	穆罕穆德超480	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1474	穆罕穆德超481	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1475	穆罕穆德超482	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1476	穆罕穆德超483	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1477	穆罕穆德超484	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1478	穆罕穆德超485	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1479	穆罕穆德超486	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1480	穆罕穆德超487	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1481	穆罕穆德超488	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1482	穆罕穆德超489	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1483	穆罕穆德超490	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1484	穆罕穆德超491	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1485	穆罕穆德超492	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1486	穆罕穆德超493	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1487	穆罕穆德超494	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1488	穆罕穆德超495	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1489	穆罕穆德超496	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1490	穆罕穆德超497	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1491	穆罕穆德超498	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1492	穆罕穆德超499	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1493	穆罕穆德超500	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1494	穆罕穆德超501	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1495	穆罕穆德超502	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1496	穆罕穆德超503	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1497	穆罕穆德超504	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1498	穆罕穆德超505	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1499	穆罕穆德超506	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1500	穆罕穆德超507	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1501	穆罕穆德超7	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1502	穆罕穆德超8	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1503	穆罕穆德超9	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1504	穆罕穆德超10	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1505	穆罕穆德超11	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1506	穆罕穆德超12	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1507	穆罕穆德超13	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1508	穆罕穆德超14	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1509	穆罕穆德超15	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1510	穆罕穆德超16	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1511	穆罕穆德超17	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1512	穆罕穆德超18	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1513	穆罕穆德超19	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1514	穆罕穆德超20	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1515	穆罕穆德超21	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1516	穆罕穆德超22	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1517	穆罕穆德超23	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1518	穆罕穆德超24	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1519	穆罕穆德超25	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1520	穆罕穆德超26	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1521	穆罕穆德超27	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1522	穆罕穆德超28	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1523	穆罕穆德超29	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1524	穆罕穆德超30	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1525	穆罕穆德超31	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1526	穆罕穆德超32	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1527	穆罕穆德超33	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1528	穆罕穆德超34	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1529	穆罕穆德超35	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1530	穆罕穆德超36	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1531	穆罕穆德超37	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1532	穆罕穆德超38	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1533	穆罕穆德超39	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1534	穆罕穆德超40	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1535	穆罕穆德超41	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1536	穆罕穆德超42	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1537	穆罕穆德超43	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1538	穆罕穆德超44	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1539	穆罕穆德超45	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1540	穆罕穆德超46	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1541	穆罕穆德超47	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1542	穆罕穆德超48	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1543	穆罕穆德超49	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1544	穆罕穆德超50	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1545	穆罕穆德超51	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1546	穆罕穆德超52	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1547	穆罕穆德超53	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1548	穆罕穆德超54	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1549	穆罕穆德超55	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1550	穆罕穆德超56	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1551	穆罕穆德超57	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1552	穆罕穆德超58	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1553	穆罕穆德超59	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1554	穆罕穆德超60	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1555	穆罕穆德超61	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1556	穆罕穆德超62	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1557	穆罕穆德超63	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1558	穆罕穆德超64	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1559	穆罕穆德超65	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1560	穆罕穆德超66	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1561	穆罕穆德超67	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1562	穆罕穆德超68	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1563	穆罕穆德超69	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1564	穆罕穆德超70	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1565	穆罕穆德超71	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1566	穆罕穆德超72	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1567	穆罕穆德超73	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1568	穆罕穆德超74	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1569	穆罕穆德超75	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1570	穆罕穆德超76	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1571	穆罕穆德超77	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1572	穆罕穆德超78	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1573	穆罕穆德超79	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1574	穆罕穆德超80	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1575	穆罕穆德超81	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1576	穆罕穆德超82	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1577	穆罕穆德超83	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1578	穆罕穆德超84	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1579	穆罕穆德超85	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1580	穆罕穆德超86	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1581	穆罕穆德超87	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1582	穆罕穆德超88	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1583	穆罕穆德超89	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1584	穆罕穆德超90	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1585	穆罕穆德超91	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1586	穆罕穆德超92	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1587	穆罕穆德超93	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1588	穆罕穆德超94	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1589	穆罕穆德超95	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1590	穆罕穆德超96	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1591	穆罕穆德超97	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1592	穆罕穆德超98	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1593	穆罕穆德超99	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1594	穆罕穆德超100	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1595	穆罕穆德超101	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1596	穆罕穆德超102	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1597	穆罕穆德超103	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1598	穆罕穆德超104	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1599	穆罕穆德超105	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1600	穆罕穆德超106	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1601	穆罕穆德超107	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1602	穆罕穆德超108	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1603	穆罕穆德超109	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1604	穆罕穆德超110	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1605	穆罕穆德超111	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1606	穆罕穆德超112	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1607	穆罕穆德超113	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1608	穆罕穆德超114	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1609	穆罕穆德超115	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1610	穆罕穆德超116	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1611	穆罕穆德超117	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1612	穆罕穆德超118	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1613	穆罕穆德超119	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1614	穆罕穆德超120	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1615	穆罕穆德超121	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1616	穆罕穆德超122	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1617	穆罕穆德超123	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1618	穆罕穆德超124	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1619	穆罕穆德超125	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1620	穆罕穆德超126	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1621	穆罕穆德超127	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1622	穆罕穆德超128	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1623	穆罕穆德超129	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1624	穆罕穆德超130	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1625	穆罕穆德超131	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1626	穆罕穆德超132	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1627	穆罕穆德超133	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1628	穆罕穆德超134	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1629	穆罕穆德超135	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1630	穆罕穆德超136	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1631	穆罕穆德超137	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1632	穆罕穆德超138	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1633	穆罕穆德超139	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1634	穆罕穆德超140	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1635	穆罕穆德超141	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1636	穆罕穆德超142	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1637	穆罕穆德超143	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1638	穆罕穆德超144	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1639	穆罕穆德超145	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1640	穆罕穆德超146	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1641	穆罕穆德超147	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1642	穆罕穆德超148	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1643	穆罕穆德超149	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1644	穆罕穆德超150	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1645	穆罕穆德超151	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1646	穆罕穆德超152	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1647	穆罕穆德超153	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1648	穆罕穆德超154	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1649	穆罕穆德超155	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1650	穆罕穆德超156	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1651	穆罕穆德超157	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1652	穆罕穆德超158	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1653	穆罕穆德超159	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1654	穆罕穆德超160	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1655	穆罕穆德超161	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1656	穆罕穆德超162	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1657	穆罕穆德超163	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1658	穆罕穆德超164	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1659	穆罕穆德超165	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1660	穆罕穆德超166	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1661	穆罕穆德超167	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1662	穆罕穆德超168	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1663	穆罕穆德超169	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1664	穆罕穆德超170	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1665	穆罕穆德超171	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1666	穆罕穆德超172	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1667	穆罕穆德超173	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1668	穆罕穆德超174	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1669	穆罕穆德超175	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1670	穆罕穆德超176	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1671	穆罕穆德超177	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1672	穆罕穆德超178	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1673	穆罕穆德超179	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1674	穆罕穆德超180	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1675	穆罕穆德超181	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1676	穆罕穆德超182	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1677	穆罕穆德超183	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1678	穆罕穆德超184	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1679	穆罕穆德超185	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1680	穆罕穆德超186	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1681	穆罕穆德超187	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1682	穆罕穆德超188	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1683	穆罕穆德超189	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1684	穆罕穆德超190	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
1685	穆罕穆德超191	4	1	15	6755	1	我是超级格斗家	100	109	117	101	104	124
